"X","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source.app","rec.number","foreign.keys","ref.type","contributors","titles","periodical","pages","volume","number","dates","publisher","isbn","notes","urls","electronic.resource.num","pdfs","Country.1","Country.2","Country.3","Country.4","Country.5","Country.6","Country.7","Country.8"
10783,26,"P. Muniz, A.M.S. Pires-Vanin, C.C. Martins, R.C. Montone, M.C. BÌcego","Trace metals and organic compounds in the benthic environment of a subtropical embayment (Ubatuba Bay, Brazil)",2006,"Marine Pollution Bulletin",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33749074659&partnerID=40&md5=ad3ed40a1ec25154e2a8bf48a5dcfae7",NA,10789,"8/10/2018","Article","10.1016/j.marpolbul.2006.05.014",NA,NA,52,9,1098,1105,26,2.17,5,5,12,"english","in corpus","DOI present","english.enl","EndNote",25672,25672,2,"Muniz, P.Pires-Vanin, A. M. S.Martins, C. C.Montone, R. C.BÌcego, M. C.","Trace metals and organic compounds in the benthic environment of a subtropical embayment (Ubatuba Bay, Brazil)",NA,"1098-1105",NA,"Query date: 2018-08-10",2006,NA,NA,"52
Cited By (since 2006): 26","https://www.scopus.com/inward/record.url?eid=2-s2.0-33749074659&partnerID=40&md5=ad3ed40a1ec25154e2a8bf48a5dcfae7https://ac.els-cdn.com/S0025326X06002128/1-s2.0-S0025326X06002128-main.pdf?_tid=e334b18b-632e-4c5f-ba5c-c385dca759e8&acdnat=1534143197_2034f799f089e922f85b7a5ee15d1863internal-pdf://1647358662/Muniz-2006-Trace metals and organic compounds.pdf","10.1016/j.marpolbul.2006.05.014","1647358662/Muniz-2006-Trace metals and organic compounds.pdf","Brazil","","","","","","",""
4380,13,"C.J. Randall, A.G. Jordan-Garza, E.M. Muller, R. Van Woesik","Relationships between the history of thermal stress and the relative risk of diseases of Caribbean corals",2014,"Ecology",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904295353&partnerID=40&md5=48f10b945e1a2dc9b165a2899f57e5d9",NA,4385,"8/10/2018","Article","10.1890/13-0774.1",NA,NA,95,7,1981,1994,13,3.25,3,4,4,"english","in corpus","DOI present","english.enl","EndNote",17550,17550,2,"Randall, C. J.Jordan-Garza, A. G.Muller, E. M.Woesik, R. Van","Relationships between the history of thermal stress and the relative risk of diseases of Caribbean corals",NA,"1981-1994",NA,"Query date: 2018-08-10",2014,NA,NA,"95
Cited By (since 2014): 13","https://www.scopus.com/inward/record.url?eid=2-s2.0-84904295353&partnerID=40&md5=48f10b945e1a2dc9b165a2899f57e5d9https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/13-0774.1internal-pdf://2695201315/Randall-2014-Relationships between the history.pdf","10.1890/13-0774.1","2695201315/Randall-2014-Relationships between the history.pdf","Caribbean","","","","","","",""
7553,20,"R.C.D. Paiva, D.C. Buarque, R.T. Clarke, W. Collischonn, D.G. Allasia","Reduced precipitation over large water bodies in the Brazilian Amazon shown from TRMM data",2011,"Geophysical Research Letters",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952139767&partnerID=40&md5=00f34bc55cffeb6966cd83b2d9d9aed6",NA,7558,"8/10/2018","Article","10.1029/2010GL045277",NA,NA,38,4,NA,NA,20,2.86,4,5,7,"english","in corpus","DOI present","english.enl","EndNote",22442,22442,2,"Paiva, R. C. D.Buarque, D. C.Clarke, R. T.Collischonn, W.Allasia, D. G.","Reduced precipitation over large water bodies in the Brazilian Amazon shown from TRMM data",NA,NA,NA,"Query date: 2018-08-10",2011,NA,NA,"38
Cited By (since 2011): 20","https://www.scopus.com/inward/record.url?eid=2-s2.0-79952139767&partnerID=40&md5=00f34bc55cffeb6966cd83b2d9d9aed6https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010GL045277internal-pdf://1409662722/Paiva-2011-Reduced precipitation over large wa.pdf","10.1029/2010GL045277","1409662722/Paiva-2011-Reduced precipitation over large wa.pdf","Brazil","","","","","","",""
6494,11,"T. Garrido, J. Mendoza, F. Arriagada","Changes in the sorption, desorption, distribution, and availability of copper, induced by application of sewage sludge on Chilean soils contaminated by mine tailings",2012,"Journal of Environmental Sciences",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860852869&partnerID=40&md5=4d9a6930bdba7f1c231ba0335f9dbf84",NA,6499,"8/10/2018","Article","10.1016/S1001-0742(11)60876-0",NA,NA,24,5,912,918,11,1.83,4,3,6,"english","in corpus","DOI present","english.enl","EndNote",21383,21383,2,"Garrido, T.Mendoza, J.Arriagada, F.","Changes in the sorption, desorption, distribution, and availability of copper, induced by application of sewage sludge on Chilean soils contaminated by mine tailings",NA,"912-918",NA,"Query date: 2018-08-10",2012,NA,NA,"24
Cited By (since 2012): 11","https://www.scopus.com/inward/record.url?eid=2-s2.0-84860852869&partnerID=40&md5=4d9a6930bdba7f1c231ba0335f9dbf84https://ac.els-cdn.com/S1001074211608760/1-s2.0-S1001074211608760-main.pdf?_tid=8001b913-ebfe-4875-a9f2-f8d4e9a4b357&acdnat=1534061628_46afeab513379c2920c3fac928a6f9fainternal-pdf://3463779186/Garrido-2012-Changes in the sorption, desorpti.pdf","10.1016/S1001-0742(11)60876-0","3463779186/Garrido-2012-Changes in the sorption, desorpti.pdf","Bolivia","","","","","","",""
5179,6,"D.A. Monteiro, J.M. Thomaz, F.T. Rantin, A.L. Kalinin","Cardiorespiratory responses to graded hypoxia in the neotropical fish matrinx„ (Brycon amazonicus) and traÌra (Hoplias malabaricus) after waterborne or trophic exposure to inorganic mercury",2013,"Aquatic Toxicology",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880934745&partnerID=40&md5=6b99bf1a04145e036ef2fa4f97d18535",NA,5184,"8/10/2018","Article","10.1016/j.aquatox.2013.06.011",NA,NA,140,NA,346,355,6,1.2,2,4,5,"english","in corpus","DOI present","english.enl","EndNote",20068,20068,2,"Monteiro, D. A.Thomaz, J. M.Rantin, F. T.Kalinin, A. L.","Cardiorespiratory responses to graded hypoxia in the neotropical fish matrinx„ (Brycon amazonicus) and traÌra (Hoplias malabaricus) after waterborne or trophic exposure to inorganic mercury",NA,"346-355",NA,"Query date: 2018-08-10",2013,NA,NA,"140
Cited By (since 2013): 6","https://www.scopus.com/inward/record.url?eid=2-s2.0-84880934745&partnerID=40&md5=6b99bf1a04145e036ef2fa4f97d18535https://ac.els-cdn.com/S0166445X13001549/1-s2.0-S0166445X13001549-main.pdf?_tid=b8e66d13-da2b-4367-9a02-c8e0ae556d41&acdnat=1534139709_505305d16a07f85c310a76c3b6dfd280internal-pdf://2138929533/Monteiro-2013-Cardiorespiratory responses to g.pdf","10.1016/j.aquatox.2013.06.011","2138929533/Monteiro-2013-Cardiorespiratory responses to g.pdf","Bolivia","","","","","","",""
877,0,"A. Nauditt, C. Soulsby, C. Birkel, A. Rusman, C. Sch¸th, L. Ribbe, P. ¡lvarez, N. Kretschmer","Using synoptic tracer surveys to assess runoff sources in an Andean headwater catchment in central Chile",2017,"Environmental Monitoring and Assessment",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027036718&partnerID=40&md5=50d391c5f346c101d3c818206b1930c3",NA,877,"8/10/2018","Article","10.1007/s10661-017-6149-2",NA,NA,189,9,NA,NA,0,0,0,8,1,"english","in corpus","DOI present","english.enl","EndNote",4050,4050,2,"Nauditt, A.Soulsby, C.Birkel, C.Rusman, A.Sch¸th, C.Ribbe, L.¡lvarez, P.Kretschmer, N.","Using synoptic tracer surveys to assess runoff sources in an Andean headwater catchment in central Chile",NA,NA,NA,"Query date: 2018-08-10",2017,NA,NA,"189","https://www.scopus.com/inward/record.url?eid=2-s2.0-85027036718&partnerID=40&md5=50d391c5f346c101d3c818206b1930c3https://link.springer.com/content/pdf/10.1007%2Fs10661-017-6149-2.pdfinternal-pdf://1908247245/Nauditt-2017-Using synoptic tracer surveys to.pdf","10.1007/s10661-017-6149-2","1908247245/Nauditt-2017-Using synoptic tracer surveys to.pdf","Chile","","","","","","",""
3716,1,"D.F. Da Silva Costa, J.E. De Lucena Barbosa, A.M. Velho De Maia Soares, A.I. Lilleb¯, R. De Medeiros Rocha","Spatial modeling of limnological parameters in a solar saltwork of northeastern brazil | Modelagem espacial de par‚metros limnolÛgicos em uma salina solar no nordeste do Brasil",2015,"Acta Limnologica Brasiliensia",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84928478378&partnerID=40&md5=ffe096a511fb78cd0c9798673d14a269",NA,3720,"8/10/2018","Article","10.1590/S2179-975X2114",NA,NA,27,1,105,117,1,0.33,0,5,3,"english","in corpus","DOI present","english.enl","EndNote",15093,15093,2,"Costa, D. F. Da SilvaBarbosa, J. E. De LucenaSoares, A. M. Velho De MaiaLilleb¯, A. I.Rocha, R. De Medeiros","Spatial modeling of limnological parameters in a solar saltwork of northeastern brazil | Modelagem espacial de par‚metros limnolÛgicos em uma salina solar no nordeste do Brasil",NA,"105-117",NA,"Query date: 2018-08-10",2015,NA,NA,"27
Cited By (since 2015): 1","https://www.scopus.com/inward/record.url?eid=2-s2.0-84928478378&partnerID=40&md5=ffe096a511fb78cd0c9798673d14a269http://www.scielo.br/pdf/alb/v27n1/2179-975X-alb-27-1-105.pdfinternal-pdf://3713957655/Costa-2015-Spatial modeling of limnological pa.pdf","10.1590/S2179-975X2114","3713957655/Costa-2015-Spatial modeling of limnological pa.pdf","Bolivia","","","","","","",""
24118,16,"Bruno S. Souza, Renato F. Dantas, Miriam Agullo-Barcelo, Francisco Lucena, Carme Sans, Santiago Esplugas, Marcia Dezotti","Evaluation of UV/H2O2 for the disinfection and treatment of municipal secondary effluents for water reuse",2013,"JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY",NA,NA,NA,242,"8/10/2018","Journal article","10.1002/jctb.4021",NA,NA,88,9,1697,1706,16,3.2,2,7,5,"english","in corpus","DOI present","english.enl","EndNote",1250,1250,17,"Souza, Bruno S.Dantas, Renato F.Agullo-Barcelo, MiriamLucena, FranciscoSans, CarmeEsplugas, SantiagoDezotti, Marcia","Evaluation of UV/H2O2 for the disinfection and treatment of municipal secondary effluents for water reuseJOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY","JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY","1697-1706",88,"9",2013,NA,NA,"Cited By (since 2013): 16","NAhttps://onlinelibrary.wiley.com/doi/pdf/10.1002/jctb.4021internal-pdf://2078415050/Souza-2013-Evaluation of UV_H2O2 for the disin.pdf","10.1002/jctb.4021","2078415050/Souza-2013-Evaluation of UV_H2O2 for the disin.pdf","Bolivia","","","","","","",""
1346,2,"M.B. Costa, E.C. Macedo, A. Valle-Levinson, E. Siegle","Wave and tidal flushing in a near-equatorial mesotidal atoll",2017,"Coral Reefs",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85001021724&partnerID=40&md5=1fc77c1a3164640fb3b30ecc80d390e3",NA,1346,"8/10/2018","Article","10.1007/s00338-016-1525-x",NA,NA,36,1,277,291,2,2,1,4,1,"english","in corpus","DOI present","english.enl","EndNote",5942,5942,2,"Costa, M. B.Macedo, E. C.Valle-Levinson, A.Siegle, E.","Wave and tidal flushing in a near-equatorial mesotidal atoll",NA,"277-291",NA,"Query date: 2018-08-10",2017,NA,NA,"36
Cited By (since 2017): 2","https://www.scopus.com/inward/record.url?eid=2-s2.0-85001021724&partnerID=40&md5=1fc77c1a3164640fb3b30ecc80d390e3https://link.springer.com/content/pdf/10.1007%2Fs00338-016-1525-x.pdfinternal-pdf://3201838665/Costa-2017-Wave and tidal flushing in a near-e.pdf","10.1007/s00338-016-1525-x","3201838665/Costa-2017-Wave and tidal flushing in a near-e.pdf","Bolivia","","","","","","",""
26407,31,"Nicolas Ferreiro, Claudia Feijoo, Adonis Giorgi, Leonardo Leggieri","Effects of macrophyte heterogeneity and food availability on structural parameters of the macroinvertebrate community in a Pampean stream",2011,"HYDROBIOLOGIA",NA,NA,NA,2846,"8/10/2018","Journal article","10.1007/s10750-010-0599-7",NA,NA,664,1,199,211,31,4.43,8,4,7,"english","in corpus","DOI present","english.enl","EndNote",11758,11758,17,"Ferreiro, NicolasFeijoo, ClaudiaGiorgi, AdonisLeggieri, Leonardo","Effects of macrophyte heterogeneity and food availability on structural parameters of the macroinvertebrate community in a Pampean streamHYDROBIOLOGIA","HYDROBIOLOGIA","199-211",664,"1",2011,NA,NA,"Cited By (since 2011): 31","NAhttps://link.springer.com/content/pdf/10.1007%2Fs10750-010-0599-7.pdfinternal-pdf://4261502109/Ferreiro-2011-Effects of macrophyte heterogene.pdf","10.1007/s10750-010-0599-7","4261502109/Ferreiro-2011-Effects of macrophyte heterogene.pdf","Bolivia","","","","","","",""
27779,1,"Erich Kellner, Maria do Carmo Calijuri, Eduardo Cleto Pires","Application of sustainability indicators to stabilization ponds",2009,"ENGENHARIA SANITARIA E AMBIENTAL",NA,NA,NA,4407,"8/10/2018","Journal article","10.1590/S1413-41522009000400005",NA,NA,14,4,455,464,1,0.11,0,3,9,"english","in corpus","DOI present","english.enl","EndNote",17629,17629,17,"Kellner, ErichCalijuri, Maria do CarmoPires, Eduardo Cleto","Application of sustainability indicators to stabilization pondsENGENHARIA SANITARIA E AMBIENTAL","ENGENHARIA SANITARIA E AMBIENTAL","455-464",14,"4",2009,NA,NA,"Cited By (since 2009): 1","NAhttp://www.scielo.br/pdf/esa/v14n4/05.pdfinternal-pdf://2145489535/Kellner-2009-Application of sustainability ind.pdf","10.1590/S1413-41522009000400005","2145489535/Kellner-2009-Application of sustainability ind.pdf","Bolivia","","","","","","",""
1823,6,"S.E. Georgian, S. Dupont, M. Kurman, A. Butler, S.M. StrÔøΩmberg, A.I. Larsson, E.E. Cordes","Biogeographic variability in the physiological response of the cold-water coral Lophelia pertusa to ocean acidification",2016,"Marine Ecology",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84994341225&partnerID=40&md5=ac2797b53892dd2c4d4e5360b889decb",NA,1823,"8/10/2018","Article","10.1111/maec.12373",NA,NA,37,6,1345,1359,6,3,1,7,2,"english","in corpus","DOI present","english.enl","EndNote",7832,7832,2,"Georgian, S. E.Dupont, S.Kurman, M.Butler, A.StrÔøΩmberg, S. M.Larsson, A. I.Cordes, E. E.","Biogeographic variability in the physiological response of the cold-water coral Lophelia pertusa to ocean acidification",NA,"1345-1359",NA,"Query date: 2018-08-10",2016,NA,NA,"37
Cited By (since 2016): 6","https://www.scopus.com/inward/record.url?eid=2-s2.0-84994341225&partnerID=40&md5=ac2797b53892dd2c4d4e5360b889decbhttps://onlinelibrary.wiley.com/doi/pdf/10.1111/maec.12373internal-pdf://2664328221/Georgian-2016-Biogeographic variability in the.pdf","10.1111/maec.12373","2664328221/Georgian-2016-Biogeographic variability in the.pdf","Bolivia","","","","","","",""
21927,0,"Aur√©lio Ferreira Borges, Anderson Alves Santos, Jos√© Luiz Pereira de Rezende, Maria dos Anjos Cunha Silva Borges, Ab√≠lio da Paix√£o Cir√≠aco, Tha√≠s Muniz Ottoni Santiago","Environmental performance of aquaculture in Rond√¥nia state, Brazil",2015,"Revista Ceres",NA,NA,NA,3390,"8/10/2018","Journal article","10.1590/0034-737X201562020011",NA,NA,62,2,208,214,0,0,0,6,3,"english","in corpus","DOI present","english.enl","EndNote",13834,13834,17,"Borges, Aur√©lio FerreiraSantos, Anderson AlvesRezende, Jos√© Luiz Pereira deBorges, Maria dos Anjos Cunha SilvaCir√≠aco, Ab√≠lio da Paix√£oSantiago, Tha√≠s Muniz Ottoni","Environmental performance of aquaculture in Rond√¥nia state, BrazilRevista Ceres","Revista Ceres","208-214",62,"2",2015,NA,NA,NA,"NAhttp://www.scielo.br/pdf/rceres/v62n2/0034-737X-rceres-62-02-00208.pdfinternal-pdf://1448822406/Borges-2015-Environmental performance of aquac.pdf","10.1590/0034-737X201562020011","1448822406/Borges-2015-Environmental performance of aquac.pdf","Bolivia","","","","","","",""
19442,2,"L. Kruger, J. A. Ramos, J. C. Xavier, D. Gremillet, J. Gonzalez-Solis, Y. Kolbeinsson, T. Militao, J. Navarro, M. V. Petry, R. A. Phillips, I. Ramirez, J. M. Reyes-Gonzalez, P. G. Ryan, I. A. Sigurdsson, E. Van Sebille, R. M. Wanless, V. H. Paiva","Identification of candidate pelagic marine protected areas through a seabird seasonal-, multispecific- and extinction risk-based approach",2017,"ANIMAL CONSERVATION",NA,NA,NA,581,"8/10/2018","Journal article","10.1111/acv.12339",NA,NA,20,5,409,424,2,2,0,17,1,"english","in corpus","DOI present","english.enl","EndNote",2871,2871,17,"Kruger, L.Ramos, J. A.Xavier, J. C.Gremillet, D.Gonzalez-Solis, J.Kolbeinsson, Y.Militao, T.Navarro, J.Petry, M. V.Phillips, R. A.Ramirez, I.Reyes-Gonzalez, J. M.Ryan, P. G.Sigurdsson, I. A.Sebille, E. VanWanless, R. M.Paiva, V. H.","Identification of candidate pelagic marine protected areas through a seabird seasonal-, multispecific- and extinction risk-based approachANIMAL CONSERVATION","ANIMAL CONSERVATION","409-424",20,"5",2017,NA,NA,"Cited By (since 2017): 2","NAhttps://zslpublications.onlinelibrary.wiley.com/doi/pdf/10.1111/acv.12339internal-pdf://0835406378/Kruger-2017-Identification of candidate pelagi.pdf","10.1111/acv.12339","0835406378/Kruger-2017-Identification of candidate pelagi.pdf","Bolivia","","","","","","",""
1618,0,"A.B. Nieto-Librero, C. Sierra, M.P. Vicente-Galindo, O. RuÔøΩz-Barzola, M.P. Galindo-VillardÔøΩn","Clustering Disjoint HJ-Biplot: A new tool for identifying pollution patterns in geochemical studies",2017,"Chemosphere",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014455137&partnerID=40&md5=76c9cd28c567997a29f6fc7ed4a3bb4f",NA,1618,"8/10/2018","Article","10.1016/j.chemosphere.2017.02.125",NA,NA,176,NA,389,396,0,0,0,5,1,"english","in corpus","DOI present","english.enl","EndNote",7031,7031,2,"Nieto-Librero, A. B.Sierra, C.Vicente-Galindo, M. P.RuÔøΩz-Barzola, O.Galindo-VillardÔøΩn, M. P.","Clustering Disjoint HJ-Biplot: A new tool for identifying pollution patterns in geochemical studies",NA,"389-396",NA,"Query date: 2018-08-10",2017,NA,NA,"176","https://www.scopus.com/inward/record.url?eid=2-s2.0-85014455137&partnerID=40&md5=76c9cd28c567997a29f6fc7ed4a3bb4fhttps://ac.els-cdn.com/S0045653517303144/1-s2.0-S0045653517303144-main.pdf?_tid=efbcfb34-81f9-4d1a-aee5-41879854ba66&acdnat=1534178201_4c3e59cc57daf6c2ca8318f126cc36c8internal-pdf://3538735262/Nieto-Librero-2017-Clustering Disjoint HJ-Bipl.pdf","10.1016/j.chemosphere.2017.02.125","3538735262/Nieto-Librero-2017-Clustering Disjoint HJ-Bipl.pdf","Bolivia","","","","","","",""
13385,4,"D.N. Bethune, R.N. Farvolden, C. Ryan, A.L. Guzman","Industrial contamination of a municipal water-supply lake by induced reversal of ground-water flow, Managua, Nicaragua",1996,"Ground Water",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0030189650&partnerID=40&md5=a9d111c46b2ef8c902a0b079b971c893",NA,13393,"8/10/2018","Article","10.1111/j.1745-6584.1996.tb02058.x",NA,NA,34,4,699,708,4,0.18,1,4,22,"english","in corpus","DOI present","english.enl","EndNote",28274,28274,2,"Bethune, D. N.Farvolden, R. N.Ryan, C.Guzman, A. L.","Industrial contamination of a municipal water-supply lake by induced reversal of ground-water flow, Managua, Nicaragua",NA,"699-708",NA,"Query date: 2018-08-10",1996,NA,NA,"34
Cited By (since 1996): 4","https://www.scopus.com/inward/record.url?eid=2-s2.0-0030189650&partnerID=40&md5=a9d111c46b2ef8c902a0b079b971c893https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1745-6584.1996.tb02058.xinternal-pdf://3844537294/Bethune-1996-Industrial contamination of a mun.pdf","10.1111/j.1745-6584.1996.tb02058.x","3844537294/Bethune-1996-Industrial contamination of a mun.pdf","Nicaragua","","","","","","",""
18935,6,"M AKESON, MJ SINGER","A PRELIMINARY LENGTH FACTOR FOR EROSION ON STEEP SLOPES IN GUATEMALA AND ITS USE TO EVALUATE CURVAS-A-NIVEL",1984,"GEODERMA",NA,NA,NA,4995,"8/10/2018","Journal article","10.1016/0016-7061(84)90029-6",NA,NA,33,4,265,282,6,0.18,3,2,34,"english","in corpus","DOI present","english.enl","EndNote",19863,19863,17,"Akeson, M.Singer, M. J.","A PRELIMINARY LENGTH FACTOR FOR EROSION ON STEEP SLOPES IN GUATEMALA AND ITS USE TO EVALUATE CURVAS-A-NIVELGEODERMA","GEODERMA","265-282",33,"4",1984,NA,NA,"Cited By (since 1984): 6","NAhttps://ac.els-cdn.com/0016706184900296/1-s2.0-0016706184900296-main.pdf?_tid=e2f15bf6-2e6e-4de2-aef3-9b971cce53dc&acdnat=1533971537_7c790d8762eaeb0e2369bec871d2591finternal-pdf://2070045608/Akeson-1984-A PRELIMINARY LENGTH FACTOR FOR ER.pdf","10.1016/0016-7061(84)90029-6","2070045608/Akeson-1984-A PRELIMINARY LENGTH FACTOR FOR ER.pdf","Bolivia","","","","","","",""
22758,5,"C. Espinoza, N. Contreras, C. Berrios, R. Salazar","DEGRADATION OF A VETERINARY PHARMACEUTICAL PRODUCT IN WATER BY ELECTRO-OXIDATION USING A BDD ANODE",2014,"JOURNAL OF THE CHILEAN CHEMICAL SOCIETY",NA,NA,NA,4298,"8/10/2018","Journal article","10.4067/S0717-97072014000200024",NA,NA,59,2,2507,2511,5,1.25,1,4,4,"english","in corpus","DOI present","english.enl","EndNote",17234,17234,17,"Espinoza, C.Contreras, N.Berrios, C.Salazar, R.","DEGRADATION OF A VETERINARY PHARMACEUTICAL PRODUCT IN WATER BY ELECTRO-OXIDATION USING A BDD ANODEJOURNAL OF THE CHILEAN CHEMICAL SOCIETY","JOURNAL OF THE CHILEAN CHEMICAL SOCIETY","2507-2511",59,"2",2014,NA,NA,"Cited By (since 2014): 5","NAhttps://scielo.conicyt.cl/pdf/jcchems/v59n2/art24.pdfinternal-pdf://3146312344/Espinoza-2014-DEGRADATION OF A VETERINARY PHAR.pdf","10.4067/S0717-97072014000200024","3146312344/Espinoza-2014-DEGRADATION OF A VETERINARY PHAR.pdf","Bolivia","","","","","","",""
