"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source-app","rec-number","foreign-keys","ref-type","contributors","titles","pages","number","dates","publisher","isbn","urls","notes","periodical","volume","electronic-resource-num","pdfs"
"627",0,"D. Rudolph, R. Sultan, J. Garfias, R. McLaren","Analysis of interactions of surface water and groundwater: Influences on wetland disappearance [An·lisis de la interacciÛn del agua superficial y subterr·nea, y su influencia en la extinciÛn de zonas h˙medas]",2007,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947286622&partnerID=40&md5=14f965e137aa8341e32fcf5ddd952486",NA,627,"8/10/2018","Article","",NA,NA,22,1,15,30,0,0,0,4,11,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1021","10210","2","Rudolph, D.Sultan, R.Garfias, J.McLaren, R.","Analysis of interactions of surface water and groundwater: Influences on wetland disappearance [An·lisis de la interacciÛn del agua superficial y subterr·nea, y su influencia en la extinciÛn de zonas h˙medas]","15-30","Query date: 2018-08-10",2007,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947286622&partnerID=40&md5=14f965e137aa8341e32fcf5ddd952486","22",NA,NA,NA,"manual_download_spanish/1163/1163.pdf"
"1034",0,"Fabiano Quadros Rueckert","The public power and water supply Companies in the Province of Rio Grande do Sul, Brazil (1822-1889)",2018,"AGUA Y TERRITORIO",NA,NA,NA,7,"8/10/2018","Journal article","10.17561/at.11.2438",NA,NA,NA,11,22,33,0,0,0,1,1,"spanish","in corpus","DOI present","spanish.enl","EndNote","24","240","17","Rueckert, Fabiano Quadros","The public power and water supply Companies in the Province of Rio Grande do Sul, Brazil (1822-1889)AGUA Y TERRITORIO","22-33","11",2018,"NA","NA","NA",NA,"AGUA Y TERRITORIO",NA,"10.17561/at.11.2438","manual_download_spanish/1164/2438-13832-1-PB.pdf"
"652",0,"L.C. Ruelas-MonjardÌn, J.M. Ch·vez-CortÈs","The applicability of the collaborative planning approach to water management: A case study in Mexico [La aplicabilidad del enfogue de planeaciÛn colaborativa en el manejo del agua: Un estudio de caso en MÈxico]",2006,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749649824&partnerID=40&md5=abb51bd8f96680e22ddc40c2bc049f17",NA,652,"8/10/2018","Article","",NA,NA,21,3,57,68,0,0,0,2,12,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1046","10460","2","Ruelas-MonjardÌn, L. C.Ch·vez-CortÈs, J. M.","The applicability of the collaborative planning approach to water management: A case study in Mexico [La aplicabilidad del enfogue de planeaciÛn colaborativa en el manejo del agua: Un estudio de caso en MÈxico]","57-68","Query date: 2018-08-10",2006,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749649824&partnerID=40&md5=abb51bd8f96680e22ddc40c2bc049f17","21",NA,NA,NA,"manual_download_spanish/1165/1165.pdf"
"1283",0,"L. C. Ruelas-Monjardin, J. M. Chavez Cortes","The applicability of the collaborative planning approach to water management: A case study in Mexico",2006,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,256,"8/10/2018","Journal article","",NA,NA,21,3,57,68,0,0,0,2,12,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","571","5710","17","Ruelas-Monjardin, L. C.Cortes, J. M. Chavez","The applicability of the collaborative planning approach to water management: A case study in MexicoINGENIERIA HIDRAULICA EN MEXICO","57-68","3",2006,"NA","NA","NA",NA,"INGENIERIA HIDRAULICA EN MEXICO","21",NA,NA
"984",0,"G. Ruiz, H. Alvarez, Z. Molina, M. Bastidas, P. Rovelo","Study of environmental factors of the Maracaibo lake and its litoral through satellite images [Estudio de factores ambientales del Lago de Maracaibo y su litoral a traves de imagenes de satelite]",1991,"Revista Geografica Venezolana",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026362493&partnerID=40&md5=bae2aef0fa3e5b583f26d6b2df05c33d",NA,984,"8/10/2018","Article","",NA,NA,32,1,107,115,0,0,0,5,27,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","1378","13780","2","Ruiz, G.Alvarez, H.Molina, Z.Bastidas, M.Rovelo, P.","Study of environmental factors of the Maracaibo lake and its litoral through satellite images [Estudio de factores ambientales del Lago de Maracaibo y su litoral a traves de imagenes de satelite]","107-115","Query date: 2018-08-10",1991,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026362493&partnerID=40&md5=bae2aef0fa3e5b583f26d6b2df05c33d","32",NA,NA,NA,NA
"645",2,"L. Ruiz, M. Rada","Deep-water octocorals off Eastern Venezuela [Octocorales de las aguas profundas del oriente de Venezuela]",2006,"Investigaciones Marinas",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846404883&partnerID=40&md5=7e4a84cf22eec4d200f90fe9ad55a612",NA,645,"8/10/2018","Article","",NA,NA,34,2,71,79,2,0.17,1,2,12,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1039","10390","2","Ruiz, L.Rada, M.","Deep-water octocorals off Eastern Venezuela [Octocorales de las aguas profundas del oriente de Venezuela]","71-79","Query date: 2018-08-10",2006,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846404883&partnerID=40&md5=7e4a84cf22eec4d200f90fe9ad55a612","34Cited By (since 2006): 2",NA,NA,NA,"manual_download_spanish/1168/art08.pdf"
"458",0,"P. Guevara Ruiz, M.D. Ortiz PÈrez","Adaptation of the method microscale potentiometer with electrode ion selective for the quantification of fluoride [AdaptaciÛn a microescala del mÈtodo potenciomÈtrico con electrodo iÛn selectivo para la cuantificaciÛn de fluoruro]",2009,"Revista Internacional de Contaminacion Ambiental",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953681750&partnerID=40&md5=0109acc6ac936d535a8945758cad8432",NA,458,"8/10/2018","Article","",NA,NA,25,2,87,94,0,0,0,2,9,"spanish","in corpus","DOI absent","spanish.enl","EndNote","852","8520","2","Ruiz, P. GuevaraPÈrez, M. D. Ortiz","Adaptation of the method microscale potentiometer with electrode ion selective for the quantification of fluoride [AdaptaciÛn a microescala del mÈtodo potenciomÈtrico con electrodo iÛn selectivo para la cuantificaciÛn de fluoruro]","87-94","Query date: 2018-08-10",2009,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953681750&partnerID=40&md5=0109acc6ac936d535a8945758cad8432","25",NA,NA,NA,"manual_download_spanish/1169/v25n2a3.pdf"
"319",1,"O. RuÌz-¡lvarez, R. Arteaga-RamÌrez, M.A. V·zquez-PeÒa, R.E. Ontiveros-Capurata, R. LÛpez-LÛpez","Onset of the growing season and dry periods in Tabasco, Mexico [Initio de la estaciÛn de crecimiento y periodos secos en Tabasco, MÈxico]",2012,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862211043&partnerID=40&md5=7fd70ed46ab322679cafbab348a5823e",NA,319,"8/10/2018","Article","",NA,NA,3,2,85,102,1,0.17,0,5,6,"spanish","in corpus","DOI absent","spanish.enl","EndNote","696","6960","2","RuÌz-¡lvarez, O.Arteaga-RamÌrez, R.V·zquez-PeÒa, M. A.Ontiveros-Capurata, R. E.LÛpez-LÛpez, R.","Onset of the growing season and dry periods in Tabasco, Mexico [Initio de la estaciÛn de crecimiento y periodos secos en Tabasco, MÈxico]","85-102","Query date: 2018-08-10",2012,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862211043&partnerID=40&md5=7fd70ed46ab322679cafbab348a5823e","3Cited By (since 2012): 1",NA,NA,NA,"manual_download_spanish/1170/v3n2a6.pdf"
"1282",0,"V. M. Ruiz-Carmona, W. Ojeda-Bustamante, M. Contijoch","Rapid appraisal process of a typical Pakistan's irrigated system",2006,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,255,"8/10/2018","Journal article","",NA,NA,21,3,43,56,0,0,0,3,12,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","568","5680","17","Ruiz-Carmona, V. M.Ojeda-Bustamante, W.Contijoch, M.","Rapid appraisal process of a typical Pakistan's irrigated systemINGENIERIA HIDRAULICA EN MEXICO","43-56","3",2006,"NA","NA","NA",NA,"INGENIERIA HIDRAULICA EN MEXICO","21",NA,NA
"1242",8,"Gabriel Ruiz-Martinez, Rodolfo Silva-Casarin, Dulce Maria Perez-Romero, Gregorio Posada-Vanegas, Eric Gustavo Bautista-Godinez","Hybrid model for ocean wave characterization",2009,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,215,"8/10/2018","Journal article","",NA,NA,24,3,5,22,8,0.89,2,5,9,"spanish","in corpus","DOI absent","spanish.enl","EndNote","488","4880","17","Ruiz-Martinez, GabrielSilva-Casarin, RodolfoPerez-Romero, Dulce MariaPosada-Vanegas, GregorioBautista-Godinez, Eric Gustavo","Hybrid model for ocean wave characterizationINGENIERIA HIDRAULICA EN MEXICO","5-22","3",2009,"NA","NA","NA","Cited By (since 2009): 8","INGENIERIA HIDRAULICA EN MEXICO","24",NA,"manual_download_spanish/1172/document.pdf"
"494",10,"G. Ruiz-Martinez, R. Silva-CasarÌn, D.M. PÈrez-Romero, G. Posada-Vanegas, E.G. Bautista-GodÌnez","Hybrid model for ocean wave characterization [Modelo hÌbrido para la caracterizaciÛn del oleaje]",2009,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67749113406&partnerID=40&md5=02ccd3ad2287a3b655f3544fadb80ae9",NA,494,"8/10/2018","Article","",NA,NA,24,3,5,22,10,1.11,2,5,9,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","888","8880","2","Ruiz-Martinez, G.Silva-CasarÌn, R.PÈrez-Romero, D. M.Posada-Vanegas, G.Bautista-GodÌnez, E. G.","Hybrid model for ocean wave characterization [Modelo hÌbrido para la caracterizaciÛn del oleaje]","5-22","Query date: 2018-08-10",2009,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67749113406&partnerID=40&md5=02ccd3ad2287a3b655f3544fadb80ae9","24Cited By (since 2009): 10",NA,NA,NA,NA
"1216",1,"Laura Elena Ruiz-Meza","Water governance and gender in the irrigation sector. A case study in Chiapas, Mexico",2011,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,189,"8/10/2018","Journal article","",NA,NA,2,3,219,238,1,0.14,1,1,7,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","303","3030","17","Ruiz-Meza, Laura Elena","Water governance and gender in the irrigation sector: A case study in Chiapas, MexicoTecnolog√a y ciencias del agua","219-238","3",2011,"NA","NA","NA",NA,"Tecnolog√a y ciencias del agua","2",NA,NA
"1216.1",1,"Laura Elena Ruiz-Meza","Water governance and gender in the irrigation sector. A case study in Chiapas, Mexico",2011,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,189,"8/10/2018","Journal article","",NA,NA,2,3,219,238,1,0.14,1,1,7,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","437","4370","17","Ruiz-Meza, Laura Elena","Water governance and gender in the irrigation sector. A case study in Chiapas, MexicoTECNOLOGIA Y CIENCIAS DEL AGUA","219-238","3",2011,"NA","NA","NA","Cited By (since 2011): 1","TECNOLOGIA Y CIENCIAS DEL AGUA","2",NA,NA
"282",0,"J.R. Ruiz-Y-Zurvia-Flores, L. Fragoso-Sandoval","Wave deflectors for surface breakwaters [Deflectores de oleaje para rompeolas superficiales rebasables]",2012,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880413618&partnerID=40&md5=90edd5a816910ae1786d97213e500ad2",NA,282,"8/10/2018","Article","",NA,NA,3,4,57,71,0,0,0,2,6,"spanish","in corpus","DOI absent","spanish.enl","EndNote","622","6220","2","Ruiz-Y-Zurvia-Flores, J. R.Fragoso-Sandoval, L.","Wave deflectors for surface breakwaters [Deflectores de oleaje para rompeolas superficiales rebasables]","57-71","Query date: 2018-08-10",2012,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880413618&partnerID=40&md5=90edd5a816910ae1786d97213e500ad2","3",NA,NA,NA,"manual_download_spanish/1176/v3n4a4.pdf"
"568",51,"A. Rumi, D.E. GutiÈrrez Gregoric, V. N˙Òez, G.A. Darrigran","Latin American malacology. Freshwater mollusks from Argentina [MalacologÌa Latinoamericana. Moluscos de agua dulce de Argentina]",2008,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-47749126173&partnerID=40&md5=32bc999d71730a10af1ef68556abdbea",NA,568,"8/10/2018","Article","",NA,NA,56,1,77,111,51,5.1,13,4,10,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","962","9620","2","Rumi, A.Gregoric, D. E. GutiÈrrezN˙Òez, V.Darrigran, G. A.","Latin American malacology. Freshwater mollusks from Argentina [MalacologÌa Latinoamericana. Moluscos de agua dulce de Argentina]","77-111","Query date: 2018-08-10",2008,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47749126173&partnerID=40&md5=32bc999d71730a10af1ef68556abdbea","56Cited By (since 2008): 51",NA,NA,NA,NA
"1006",17,"P.W. Rundel, P.F. Becker","Seasonal changes in the water relations and vegetative phenology of plants in lower layers of the tropical forest of Barro Colorado Island, Panama [Cambios estacionales en las relaciones hidricas y en la fenologia vegetativa de plantas del estrato bajo del bosque tropical de la Isla de Barro Colorado, Panama]",1987,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023529424&partnerID=40&md5=7625b70fa8167d7eeeecf5feb0b29965",NA,1006,"8/10/2018","Article","",NA,NA,35,NA,71,84,17,0.55,9,2,31,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","1400","14000","2","Rundel, P. W.Becker, P. F.","Seasonal changes in the water relations and vegetative phenology of plants in lower layers of the tropical forest of Barro Colorado Island, Panama [Cambios estacionales en las relaciones hidricas y en la fenologia vegetativa de plantas del estrato bajo del bosque tropical de la Isla de Barro Colorado, Panama]","71-84","Query date: 2018-08-10",1987,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023529424&partnerID=40&md5=7625b70fa8167d7eeeecf5feb0b29965","35Cited By (since 1987): 17",NA,NA,NA,NA
"327",13,"B. Ruthsatz","Vegetation and ecology of the high Andean peatlands of Bolivia",2012,"Phytocoenologia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874510146&doi=10.1127%2f0340-269X%2f2012%2f0042-0535&partnerID=40&md5=fc9da16afb68343dc6bd220676fe38e6",NA,327,"8/10/2018","Article","10.1127/0340-269X/2012/0042-0535",NA,NA,42,3,133,179,13,2.17,13,1,6,"spanish","absent from corpus","DOI present","spanish.enl","EndNote","713","7130","2","Ruthsatz, B.","Vegetation and ecology of the high Andean peatlands of Bolivia","133-179","Query date: 2018-08-10",2012,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874510146&doi=10.1127%2f0340-269X%2f2012%2f0042-0535&partnerID=40&md5=fc9da16afb68343dc6bd220676fe38e6","42Cited By (since 2012): 13",NA,NA,"10.1127/0340-269X/2012/0042-0535",NA
"879",4,"A.R. Gonz·lez S., A. M·rquez, K.S. Chung","Hierro y cobre en Plagioscion squamosissimus (Piscis: Sciaenidae) del rÌo Orinoco, Venezuela",2000,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-22644432204&partnerID=40&md5=dd155fdccd7e67c4853e932f6eeaf176",NA,879,"8/10/2018","Article","",NA,NA,48,1,207,213,4,0.22,1,3,18,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","1273","12730","2","S, A. R. Gonz·lezM·rquez, A.Chung, K. S.","Hierro y cobre en Plagioscion squamosissimus (Piscis: Sciaenidae) del rÌo Orinoco, Venezuela","207-213","Query date: 2018-08-10",2000,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-22644432204&partnerID=40&md5=dd155fdccd7e67c4853e932f6eeaf176","48Cited By (since 2000): 4",NA,NA,NA,NA
"993",0,"M. Trejo S., A. Gomez Tagle, C. Sanches B., R. Ovando","A plan for research using integrated management in the Ajuno subwatershed, Patzcuaro, Michoacan [Plan para la investigacion de manejo integrado en la subcuenca Ajuno, Patzcuaro, Michoacan]",1990,"General Technical Report - US Department of Agriculture, Forest Service",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025529576&partnerID=40&md5=134eb69d5ad0a7b2b2d22f432f65efff",NA,993,"8/10/2018","Article","",NA,NA,NA,NA,90,94,0,0,0,4,28,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","1387","13870","2","S, M. TrejoTagle, A. GomezB, C. SanchesOvando, R.","A plan for research using integrated management in the Ajuno subwatershed, Patzcuaro, Michoacan [Plan para la investigacion de manejo integrado en la subcuenca Ajuno, Patzcuaro, Michoacan]","90-94","Query date: 2018-08-10",1990,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025529576&partnerID=40&md5=134eb69d5ad0a7b2b2d22f432f65efff",NA,NA,NA,NA,NA
"1374",1,"Joan Alberto S√°nchez, Teresa √Ålvarez, Julia Guadalupe Pacheco, Laura Carrillo, Roger Am√≠lcar Gonz√°lez","Groundwater Quality: Qhuintana Roo, Mexico, Southern Aquifer",2016,"Tecnolog√≠a y ciencias del agua",NA,NA,NA,25,"8/10/2018","Journal article","",NA,NA,7,4,75,96,1,0.5,0,5,2,"spanish","in corpus","DOI absent","spanish.enl","EndNote","70","700","17","S√°nchez, Joan Alberto√Ålvarez, TeresaPacheco, Julia GuadalupeCarrillo, LauraGonz√°lez, Roger Am√≠lcar","Groundwater Quality: Qhuintana Roo, Mexico, Southern AquiferTecnolog√≠a y ciencias del agua","75-96","4",2016,"NA","NA","NA","Cited By (since 2016): 1","Tecnolog√≠a y ciencias del agua","7",NA,"manual_download_spanish/1182/Sanchezetal_2016_c.pdf"
"1405",0,"Luis Alejandro S√°nchez, Yoel Mart√≠nez-Gonz√°lez","Proposal for a New Approach to Assessing Urban Flood Hazard",2014,"Tecnolog√≠a y ciencias del agua",NA,NA,NA,46,"8/10/2018","Journal article","",NA,NA,5,6,53,67,0,0,0,2,4,"spanish","in corpus","DOI absent","spanish.enl","EndNote","122","1220","17","S√°nchez, Luis AlejandroMart√≠nez-Gonz√°lez, Yoel","Proposal for a New Approach to Assessing Urban Flood HazardTecnolog√≠a y ciencias del agua","53-67","6",2014,"NA","NA","NA",NA,"Tecnolog√≠a y ciencias del agua","5",NA,"manual_download_spanish/1183/353539530004.pdf"
"925",0,"M. Sainato, G. Galindo, H. Malleville, S. Ratto","Groelectrical modeling for the detection of groundwater [Modelado geoelectrico unidimensional en la deteccion de agua subterranea]",1998,"Ciencia del Suelo",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032447873&partnerID=40&md5=8154f50881041388c121ad982d376948",NA,925,"8/10/2018","Article","",NA,NA,16,2,111,114,0,0,0,4,20,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1319","13190","2","Sainato, M.Galindo, G.Malleville, H.Ratto, S.","Groelectrical modeling for the detection of groundwater [Modelado geoelectrico unidimensional en la deteccion de agua subterranea]","111-114","Query date: 2018-08-10",1998,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032447873&partnerID=40&md5=8154f50881041388c121ad982d376948","16",NA,NA,NA,"manual_download_spanish/1184/16_2_sainato_111_114.pdf"
"413",7,"J. Salas, J. Guimer‡, O. Cornell‡, R. Aravena, E. Guzm·n, C. Tore, W. Von Igel, R. Moreno","Hydrogeology of the lacustrine system of the Eastern Margin of the Salar the Atacama (Chile) [HidrogeologÌa del sistema lagunar del margen este del Salar de Atacama (Chile)]",2010,"Boletin Geologico y Minero",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650466685&partnerID=40&md5=20c4dd9ec59fba5907c20a7382675fc1",NA,413,"8/10/2018","Article","",NA,NA,121,4,357,372,7,0.88,1,8,8,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","807","8070","2","Salas, J.Guimer‡, J.Cornell‡, O.Aravena, R.Guzm·n, E.Tore, C.Igel, W. VonMoreno, R.","Hydrogeology of the lacustrine system of the Eastern Margin of the Salar the Atacama (Chile) [HidrogeologÌa del sistema lagunar del margen este del Salar de Atacama (Chile)]","357-372","Query date: 2018-08-10",2010,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650466685&partnerID=40&md5=20c4dd9ec59fba5907c20a7382675fc1","121Cited By (since 2010): 7",NA,NA,NA,NA
